"birthyr","gender4","educ","race","region"
1944,1,5,1,2
2000,1,4,5,2
1982,2,3,1,1
1995,1,5,2,2
1959,1,5,1,1
1966,1,6,3,3
1951,1,6,1,4
1954,1,5,1,4
1947,1,5,1,4
1962,1,5,1,4
1980,2,3,1,3
1941,1,6,1,2
1942,1,6,1,2
1952,2,5,1,2
1950,1,6,1,3
1942,1,4,1,3
1961,1,6,1,1
1966,2,6,3,4
1957,1,6,1,4
1965,1,2,1,4
1953,2,2,1,4
1950,2,6,1,2
1962,2,2,1,1
1961,1,4,1,3
1944,1,6,7,2
1950,1,5,1,3
1941,1,3,1,4
1938,1,2,1,4
1995,2,5,1,2
1970,1,5,1,4
1977,1,1,1,1
1954,2,5,1,2
1941,2,5,1,2
1984,2,5,1,1
1975,2,6,4,1
1978,1,6,1,1
1957,1,5,1,2
1971,1,5,1,3
1981,1,6,1,3
1958,2,2,1,4
1942,1,3,1,1
1940,1,5,1,3
1945,1,6,1,4
1960,1,2,1,2
1936,2,1,1,4
1953,1,5,1,2
1951,1,5,1,3
1963,1,6,1,3
1979,1,3,1,4
1951,1,3,1,2
1967,1,6,5,3
1957,1,4,1,2
1940,1,6,1,1
1960,2,6,1,4
1982,1,3,1,2
1965,1,4,1,2
1998,1,5,4,1
1947,1,6,1,3
1963,2,6,1,1
1935,1,5,3,3
1952,2,6,1,2
1996,1,6,1,4
1957,1,5,1,3
1948,1,6,1,2
1945,1,6,1,3
1946,1,4,1,2
1952,1,3,1,2
1935,1,6,1,3
1936,1,3,1,3
1946,2,5,1,3
1944,1,5,1,4
1956,1,6,1,2
1951,1,5,1,3
1997,1,2,1,2
1951,1,5,1,4
2002,2,3,1,4
1944,1,6,1,1
1992,1,5,1,4
1945,1,3,1,3
1965,2,5,5,3
1956,1,6,1,4
1966,2,5,1,3
1959,2,6,1,2
1959,2,5,2,1
1968,2,3,1,3
1970,2,6,4,1
1937,1,6,1,3
1963,1,5,1,3
1967,2,6,1,3
1950,1,5,1,2
1950,1,4,1,4
1940,2,5,1,3
1955,1,3,1,4
1970,1,3,1,3
1963,2,5,1,4
1959,2,6,1,2
1950,1,6,1,4
1959,1,5,7,3
1949,2,6,1,1
1991,1,6,2,3
1946,1,5,1,1
1973,1,6,4,4
1949,1,4,1,4
1955,1,6,1,3
1963,1,2,1,2
1984,2,5,1,3
1955,1,3,1,3
1977,1,3,5,2
1948,1,3,1,3
1957,1,5,1,3
1947,1,5,1,3
1984,1,6,1,4
1973,1,3,1,3
1949,1,2,1,3
1945,1,6,1,4
1947,1,4,1,3
1960,1,5,1,2
1950,1,4,1,3
1946,1,5,1,1
1959,1,3,1,2
1941,1,5,1,4
1992,1,5,1,4
1986,1,5,1,2
2003,2,2,2,1
1984,1,5,3,3
1953,1,2,1,1
1947,1,5,1,3
1975,1,2,1,3
1951,1,3,1,2
1955,4,6,3,2
1986,2,2,1,2
1956,2,2,1,3
1994,1,3,8,1
1953,1,5,1,4
1962,1,5,1,3
1963,2,2,1,1
1957,2,4,1,2
1947,1,6,1,3
1950,1,6,1,4
1962,1,5,2,4
1955,1,6,1,2
1962,1,3,1,2
1987,2,5,1,3
1956,1,6,1,4
1971,1,6,1,3
1960,2,2,1,4
1953,2,6,1,4
1960,1,6,7,4
1943,1,5,7,4
1942,1,5,1,3
1950,2,6,1,2
1986,2,2,1,2
1934,1,6,1,4
1958,2,6,1,1
1973,1,5,1,4
1985,2,6,1,4
1952,1,5,1,1
1973,2,4,1,4
1965,2,5,1,2
1954,1,5,1,1
1969,1,6,1,3
1970,1,5,1,3
1965,2,5,4,4
1951,1,6,3,4
1952,1,5,1,2
1942,1,2,1,3
1997,1,5,4,4
1961,2,5,1,2
1957,1,6,1,4
1957,1,3,1,3
1946,1,6,1,3
1949,2,2,1,2
1953,1,5,1,2
1951,1,3,1,4
1987,1,6,1,2
1965,2,5,2,2
1977,1,4,4,3
1968,2,4,1,3
1951,1,4,1,3
1945,1,2,1,4
1956,1,6,1,4
1928,1,6,1,3
1948,1,6,4,4
1986,2,5,1,2
1960,1,5,1,1
1965,2,1,1,3
1992,1,6,1,1
1935,1,6,1,3
1951,1,3,1,4
1954,2,5,1,3
1959,1,3,1,3
1960,1,2,1,1
1962,1,3,1,3
1972,1,6,1,4
1939,1,6,1,4
1931,1,6,1,4
1980,2,5,1,3
1960,2,6,1,2
1957,1,4,1,1
1940,1,6,1,4
1949,2,2,1,4
1965,1,6,7,4
1947,1,4,1,4
2003,2,2,6,4
1955,1,6,7,1
1948,1,6,1,2
1939,1,5,1,3
1963,1,5,1,1
1937,1,5,1,1
1950,1,6,1,4
1950,1,5,1,3
1949,1,4,1,4
1967,1,6,1,3
1948,1,6,1,4
1949,1,6,1,4
1937,2,6,1,3
1958,1,2,1,3
1949,1,4,1,4
1947,1,6,7,4
1975,2,4,6,4
1965,1,5,1,1
1941,1,6,1,4
1945,1,5,1,4
1959,1,2,1,3
1949,1,5,7,4
1956,1,3,1,3
1944,1,5,1,2
1943,1,6,1,1
1943,2,5,1,4
1938,1,3,1,3
1952,1,6,1,4
1943,1,5,1,2
1941,1,6,1,1
1951,2,5,1,2
1935,2,3,1,3
1978,2,1,1,2
1962,1,2,1,2
1965,2,6,1,1
1960,2,3,6,3
1956,1,5,1,1
1945,1,5,1,3
1960,2,4,1,3
1937,1,5,7,4
1964,1,5,1,2
1932,1,6,1,2
1969,2,5,1,3
1974,2,3,1,1
1965,1,4,7,4
1960,2,1,1,4
1942,2,6,1,3
1962,2,4,1,3
1964,1,2,6,2
1999,1,5,1,3
1960,1,5,1,1
1957,1,6,7,3
1952,2,2,1,3
1963,2,5,1,1
1963,2,5,2,2
1947,2,2,1,1
1992,3,4,1,2
1980,2,5,1,1
1963,1,6,1,2
1957,1,6,1,2
2002,2,3,2,3
1957,2,6,1,3
1971,2,3,1,3
1962,1,6,1,1
1983,2,6,1,1
1983,2,6,1,2
1983,1,6,3,3
1951,1,5,1,4
1992,1,2,1,3
1952,1,5,1,4
1955,1,5,1,1
1994,1,6,1,3
1977,2,5,1,3
1981,2,3,8,2
1943,2,3,1,4
1970,2,2,1,3
1993,2,6,1,2
1941,2,4,1,3
1957,2,6,1,4
1988,2,2,1,3
1961,2,6,1,3
1970,1,5,1,3
1966,2,3,1,4
1966,1,6,1,2
1985,2,6,4,1
1963,1,6,1,1
1962,2,5,4,1
1961,2,6,1,1
1957,2,6,1,3
1941,1,5,1,2
2003,2,3,1,3
1998,2,2,1,3
1942,1,5,1,2
1957,1,5,1,2
1968,2,3,1,3
1980,2,5,6,3
1996,2,6,1,3
1967,2,4,1,4
1981,2,5,1,3
1971,2,6,1,3
1962,1,6,1,4
1949,1,6,1,3
1960,2,2,1,2
1961,1,5,1,4
1936,2,3,1,3
1963,2,5,1,2
1970,2,5,1,2
1972,2,5,1,2
1958,1,2,1,1
1966,2,3,1,4
1969,2,3,1,4
1951,1,2,1,3
1985,2,6,1,2
1956,1,3,1,3
1954,1,5,1,1
1988,1,6,1,4
1948,1,6,1,1
1997,2,5,1,2
1955,2,5,1,1
1956,1,6,7,2
1963,1,6,1,2
1982,1,5,1,1
1961,2,6,1,3
1944,2,2,1,3
1955,1,3,1,3
1957,1,6,1,3
1982,2,6,1,2
1962,1,5,1,2
1958,2,6,1,1
1957,2,5,1,4
1940,1,5,1,4
1964,1,5,1,4
1957,1,6,1,2
1967,2,5,1,3
1957,2,5,1,4
1941,1,5,1,3
1950,1,5,1,2
1999,1,5,6,2
1960,1,6,1,3
2001,1,1,1,3
1958,1,6,1,3
1970,1,2,1,2
1954,2,5,1,3
1941,2,3,1,2
1964,2,5,2,4
1948,2,3,1,4
1951,1,6,1,1
1957,2,5,1,3
1956,1,3,1,3
1992,1,6,1,3
1960,1,6,1,2
1983,1,6,1,1
1954,1,6,1,3
1966,1,5,1,2
1951,1,5,1,2
1953,2,6,1,1
1962,2,5,1,3
1959,1,5,1,1
1964,2,5,1,4
1962,2,4,2,3
1976,2,3,8,1
1975,2,3,1,3
1961,1,5,1,2
1959,2,5,1,1
1952,2,6,1,1
1962,1,6,1,2
1983,2,4,1,3
1970,2,5,1,3
2003,1,3,1,1
1995,2,3,1,3
1954,1,6,1,3
1987,2,2,1,3
1976,1,5,1,1
1963,1,6,6,4
1980,2,3,1,1
1984,2,5,2,4
1975,1,3,1,3
1965,2,2,1,1
1971,2,3,1,2
1958,2,5,1,1
1967,1,5,1,1
1948,2,4,1,2
1964,2,5,1,3
1953,2,2,1,1
1967,2,3,1,2
1979,1,3,1,1
1966,2,6,1,4
1976,2,3,1,3
1968,1,5,1,3
1962,1,5,1,2
1959,2,3,1,2
1998,2,2,1,3
1964,2,6,1,2
1957,1,3,1,3
1940,1,5,1,3
1995,2,5,1,2
1954,1,2,1,3
1952,2,3,1,4
1998,1,3,3,4
1979,2,6,1,3
1991,2,5,1,2
1958,1,6,1,3
1955,1,4,1,4
1991,1,5,1,3
1978,1,6,1,1
1957,2,5,1,3
1984,2,5,1,1
1975,2,3,1,3
1989,1,6,1,2
1964,2,3,1,2
1945,2,5,1,4
1973,2,6,1,1
1948,2,6,1,3
1955,2,2,1,2
1966,1,5,1,2
1968,2,1,1,3
1959,2,6,1,4
1970,2,3,1,3
1947,2,4,1,3
1996,2,5,1,3
1964,2,2,7,3
1991,1,2,1,3
1994,1,5,3,4
1952,2,3,1,3
1986,1,5,1,4
1963,2,3,1,4
1994,2,5,1,2
1983,1,5,1,2
1971,1,6,1,3
1938,1,6,1,3
1965,2,3,1,2
1952,1,6,1,2
1961,2,3,1,3
1986,2,6,1,3
1974,2,5,1,1
1994,2,6,2,1
1976,2,4,1,4
1991,2,6,1,3
1991,2,6,1,3
1953,1,2,1,1
1987,1,5,1,3
1976,2,5,1,3
1966,2,5,1,3
1992,2,5,1,3
1964,2,4,1,3
1992,1,5,1,2
1962,2,5,1,3
1956,1,6,7,3
1985,2,5,1,2
1981,2,5,1,1
1947,1,4,1,1
1978,2,5,1,4
1948,1,5,1,3
1961,2,2,1,3
1960,2,5,1,2
1958,2,3,1,2
1949,1,6,1,4
1950,1,6,1,3
1940,2,4,1,3
1975,2,5,7,3
1969,2,4,1,4
1960,1,5,1,3
1961,2,2,1,1
1949,1,5,2,2
1940,2,3,1,3
1949,1,5,1,2
2001,2,3,2,3
1946,1,2,1,3
1951,2,3,2,4
1984,2,4,1,3
1996,2,1,1,3
1970,1,5,1,2
1963,1,6,1,1
1956,2,6,1,2
1952,1,2,1,2
1983,1,5,1,3
1969,1,5,1,2
1957,2,5,1,3
1958,1,6,1,3
1964,2,6,4,4
1953,1,5,1,2
1957,1,5,1,3
1978,2,5,1,3
1956,2,4,1,4
1950,2,3,1,2
1954,2,2,1,3
1997,1,6,1,1
1992,1,1,1,1
1951,2,6,1,4
1985,2,5,1,1
1943,1,6,1,3
1951,1,6,1,4
1971,2,6,1,4
1971,2,5,1,3
1950,2,2,1,3
1992,2,2,2,3
1961,1,2,1,3
1954,1,6,1,3
1964,2,3,1,2
1950,1,4,1,1
1961,2,4,1,1
1942,1,3,1,4
1976,2,4,3,3
1945,2,6,1,2
1985,1,6,1,2
1953,2,6,1,4
1961,2,2,1,3
1933,2,4,1,4
1995,2,6,1,1
1984,2,5,1,1
1982,1,6,1,2
1970,1,5,1,3
1931,2,2,1,4
1940,2,3,1,4
1962,2,4,1,2
1993,1,3,2,1
1963,2,5,1,1
1958,1,6,1,3
1957,2,4,1,3
1987,1,5,1,2
1993,2,5,1,1
1959,1,2,1,3
1946,2,6,1,3
1982,2,5,1,2
1948,1,6,1,2
1983,1,6,1,1
1993,2,3,3,3
1969,1,5,1,3
1962,2,5,1,1
1994,2,6,1,3
1966,1,5,1,3
2000,1,3,1,3
2001,2,2,1,3
1987,2,5,2,2
1945,2,5,1,3
1951,1,2,1,3
1987,2,6,1,1
1987,2,5,1,2
1958,1,5,1,4
1958,1,6,1,1
1959,2,4,1,2
1989,1,6,1,1
1949,1,6,1,1
1956,2,2,6,4
1947,2,5,1,4
1985,2,5,1,2
1962,2,5,1,4
1958,1,5,1,4
1951,2,6,1,1
1979,2,5,1,4
1988,1,5,1,3
1986,2,1,1,2
1938,1,5,1,3
1945,1,6,1,3
1962,2,3,1,3
1966,1,5,1,3
1952,2,5,1,1
1958,2,6,1,1
1955,2,6,1,1
1978,2,5,1,3
1967,2,4,1,1
1953,1,6,1,3
1955,1,6,8,3
1951,1,5,1,2
1962,2,2,1,3
1962,1,6,1,4
1941,2,3,1,3
1942,1,3,7,1
1939,2,3,1,3
1954,2,3,6,3
1964,1,6,1,3
1959,2,6,1,2
1951,2,4,1,2
1960,2,5,1,1
1983,1,3,1,4
1954,1,5,1,2
1962,2,6,1,3
1979,1,6,1,4
1945,1,6,7,4
1984,1,3,4,3
1942,1,6,1,2
1947,1,6,1,3
1958,1,6,1,3
1997,2,6,1,2
1984,2,6,1,1
1973,2,5,1,3
1966,2,2,1,4
1962,2,3,3,3
1944,2,5,1,4
1937,1,5,1,2
1949,2,4,6,3
1960,1,5,1,3
1936,2,6,1,4
1948,1,5,1,2
1967,2,5,1,3
1977,2,5,2,2
1959,2,1,2,3
1943,2,4,4,3
1986,2,6,1,4
1961,2,5,1,3
1978,2,5,1,1
1959,2,6,1,4
1963,2,3,2,2
1950,2,3,1,4
1959,1,5,1,4
1957,1,6,6,4
1972,1,5,6,4
1997,1,5,1,2
1957,2,3,1,2
1975,2,5,1,1
1998,1,5,4,2
1993,2,6,1,2
1970,2,6,1,1
1998,1,6,1,2
1974,2,3,1,2
1971,1,6,1,3
1956,1,6,1,2
1969,2,6,1,3
1987,1,5,1,3
1947,2,6,1,2
1985,1,6,1,2
1969,1,3,1,1
1985,1,5,1,2
1952,2,5,1,4
1954,1,6,1,4
1947,1,6,1,4
1955,1,4,1,2
1955,1,3,1,2
1947,2,4,1,1
1989,2,3,1,4
1992,2,4,1,1
1992,1,6,1,4
1962,2,5,1,3
1983,2,2,1,3
1969,1,5,1,4
1960,2,3,1,2
1962,2,6,3,4
1952,1,2,1,2
1964,1,6,1,1
1961,2,6,1,1
1957,2,6,1,1
1970,2,2,1,3
1965,2,5,1,4
1967,2,5,1,2
1955,2,5,1,2
1954,2,5,1,1
1949,2,5,1,3
1978,2,6,1,3
1999,2,1,3,3
1958,2,6,1,1
1963,1,3,1,1
1962,1,5,1,3
1960,1,2,1,3
1944,1,6,1,3
1970,2,3,1,2
1944,2,6,6,4
1952,2,6,2,3
1985,2,3,1,3
1990,2,5,4,4
1968,2,6,1,4
1949,2,6,1,3
1949,1,6,1,1
1955,1,6,1,3
1980,1,3,1,3
1958,2,6,1,3
1973,1,6,1,2
1957,2,6,1,3
1953,1,5,1,3
1960,1,5,1,1
1950,2,6,1,1
1987,3,5,1,2
1951,2,6,1,2
1947,2,5,1,2
1978,1,6,3,1
1997,3,5,1,3
1952,2,5,1,3
1951,2,6,1,4
1962,2,6,1,4
1945,1,5,1,2
1996,2,6,1,2
1954,2,6,1,4
1963,2,5,1,4
1949,1,3,1,3
1961,2,3,1,2
1933,2,5,1,4
1958,2,3,1,2
1959,2,6,1,3
1966,2,4,1,4
1951,2,6,1,2
1976,1,4,1,2
1959,1,5,1,2
1945,2,6,1,3
1940,1,2,1,3
1956,1,4,6,4
1958,2,5,1,3
1956,1,3,2,2
1955,1,5,1,4
1981,2,6,1,2
1958,1,4,1,4
1984,2,6,1,3
1955,2,6,2,3
1951,2,6,1,4
1968,2,5,1,3
1974,1,6,1,1
1981,2,5,1,2
1973,2,3,1,3
1954,2,3,1,3
1977,2,2,1,3
1954,2,6,1,1
1989,2,5,1,1
1955,1,3,1,4
1999,2,1,6,3
1947,1,3,1,3
1948,2,3,1,2
1979,2,6,1,2
1992,2,5,1,2
1979,1,5,1,1
1998,2,2,1,3
1999,1,2,1,3
1956,1,5,1,3
1972,1,4,1,2
1968,2,6,1,3
1964,1,6,1,2
1936,1,3,1,3
1970,2,4,1,2
1968,2,6,1,2
1950,1,3,1,3
1988,1,5,1,2
1951,1,6,1,1
1955,2,4,1,2
1962,2,5,3,3
1975,2,5,1,4
1984,2,5,1,4
1997,2,5,1,3
1960,2,5,1,4
1965,2,5,1,3
1993,1,5,1,2
1951,1,3,1,1
1983,1,5,1,3
1964,2,6,1,3
1981,2,5,1,3
1984,2,6,1,2
1966,2,5,1,3
1979,2,6,1,2
1996,2,3,1,3
1947,2,6,1,1
1995,1,5,2,1
1965,2,3,2,2
1954,2,6,1,3
1932,2,2,1,3
1960,1,6,1,2
1998,1,1,2,2
1962,2,6,1,4
1996,1,6,1,1
1969,1,5,1,1
1962,2,3,1,2
1987,1,3,1,2
1988,1,6,1,1
2003,2,3,6,3
1960,2,6,1,3
1978,2,6,1,3
1992,1,2,1,2
1956,1,6,1,3
1954,1,2,1,3
1947,1,6,1,4
1974,2,3,3,2
1981,2,3,1,3
1974,2,3,1,3
1952,1,5,1,3
1955,2,4,5,4
1983,2,6,1,2
1985,2,5,2,3
1960,2,2,1,3
1950,1,5,1,3
1996,1,5,4,1
1969,2,4,4,4
1943,2,6,1,4
1953,2,4,1,4
1945,1,6,1,3
1970,2,4,1,2
1986,2,5,3,4
1952,2,4,1,4
1975,2,5,1,4
1962,2,3,1,3
1954,1,2,1,3
1947,2,3,2,2
1994,2,6,1,3
1977,1,6,1,4
1995,1,5,1,1
1948,1,6,1,4
1965,2,3,1,1
1963,2,6,1,4
1981,2,2,1,2
1955,2,3,1,3
1985,2,5,1,1
1967,2,6,1,1
1949,2,3,1,3
1951,2,6,1,2
1955,1,5,1,2
1966,2,4,1,2
1957,1,5,1,4
1965,2,4,1,4
1983,2,3,1,3
1946,2,2,1,2
1995,1,3,1,4
1955,2,5,1,2
1963,2,4,1,4
1963,2,2,1,2
1967,2,3,1,3
1956,1,5,1,4
1973,2,6,3,4
1953,1,5,1,2
1962,2,2,5,3
1955,1,5,1,4
1984,2,5,1,1
1987,2,2,1,2
1939,1,6,1,3
1967,1,2,1,1
1950,1,3,1,1
1961,1,3,1,4
1942,1,6,1,4
1981,2,6,1,3
1953,2,6,1,2
1953,2,4,1,3
1940,1,6,1,4
1966,1,3,1,3
1976,1,6,4,3
1955,2,5,1,3
1986,2,6,1,2
1946,2,2,1,2
1955,2,5,1,4
1959,1,4,1,3
1951,2,6,1,1
1994,1,5,6,4
1949,1,2,1,1
1968,1,5,1,2
1985,2,5,1,4
1962,1,4,1,3
1953,2,2,1,1
1986,1,6,1,2
1952,2,6,1,3
1980,2,5,4,2
1968,2,6,1,1
1954,1,5,7,4
1949,2,5,1,1
1975,2,6,1,2
1943,1,6,1,1
1942,1,5,1,1
1976,2,6,4,3
1989,1,3,1,2
1965,1,6,1,3
2000,2,5,1,3
1962,1,6,1,3
1985,2,6,1,4
1960,1,6,1,1
1975,2,4,1,1
1953,2,6,1,3
1951,2,5,1,2
1953,2,5,1,4
1938,1,6,1,3
1989,1,5,1,3
1960,2,4,1,3
1951,1,6,1,3
1958,2,5,1,2
1951,2,5,1,4
1978,2,2,3,3
1983,2,3,1,2
1990,1,6,1,2
1953,2,6,1,4
1988,2,6,4,4
1994,1,1,7,3
1937,2,6,1,3
1965,2,4,6,2
1966,1,5,2,2
1956,1,2,1,4
1966,2,1,1,2
1974,2,6,1,2
1957,1,6,1,3
1950,1,3,1,4
1948,2,5,3,1
1968,2,1,2,3
1982,2,5,1,3
1969,2,4,1,3
1951,2,3,1,3
1950,1,6,1,4
1992,1,2,1,2
1947,2,5,1,3
1953,2,5,1,1
1947,1,5,1,2
1947,1,4,1,4
1951,2,5,1,4
1960,2,3,3,3
1994,2,4,2,3
1968,2,3,1,2
1992,2,5,1,4
1934,2,4,1,3
1975,1,3,1,3
1963,1,3,6,2
1959,2,4,1,3
1951,1,6,1,3
1956,2,3,2,4
1954,1,5,1,4
1965,1,6,1,2
1994,1,5,4,2
1969,1,6,5,3
1952,1,1,2,3
1950,2,6,1,4
1949,1,5,1,1
2002,2,3,3,3
1995,2,1,4,3
1995,2,5,6,4
1951,2,6,1,4
1947,2,5,1,4
1972,2,5,4,4
1981,1,6,1,3
1958,2,5,1,4
1948,2,5,1,3
1967,1,6,1,4
1952,1,6,1,4
1952,2,6,1,2
1956,1,5,1,2
1942,2,6,1,4
1999,1,5,8,4
1939,2,6,1,4
1985,2,2,1,2
1946,1,6,2,2
1962,2,2,1,2
1966,2,5,1,3
1960,1,4,1,4
1990,2,5,2,1
1986,1,5,1,4
1994,2,5,1,4
1945,1,6,1,3
1946,1,5,1,2
1967,2,2,2,2
1953,2,6,1,4
1973,1,3,3,3
1956,2,5,1,2
1952,2,5,1,3
1971,2,1,1,1
1954,2,5,1,4
1959,2,5,1,3
1946,1,6,1,3
1948,2,3,1,4
1944,1,6,1,2
1955,2,5,1,2
1945,2,4,1,3
1953,2,2,1,3
1961,1,6,1,4
1952,2,5,1,3
1950,2,3,1,4
1968,1,5,1,3
1944,1,5,1,3
1985,2,5,1,4
1970,2,6,1,2
1961,2,4,1,1
1959,1,5,1,4
1955,1,5,1,2
1994,2,5,1,4
1989,2,6,1,1
1946,2,5,1,1
1955,1,5,1,2
1977,2,4,1,2
1951,1,6,1,2
1944,1,6,1,4
1985,1,2,2,3
1984,2,2,1,4
1957,2,3,1,3
1956,2,6,1,3
1996,2,5,1,1
1968,2,4,4,4
1967,2,6,1,1
1994,2,5,1,4
1994,2,5,1,4
1945,1,5,1,4
1953,1,6,1,1
1967,2,3,1,1
1947,1,6,3,4
1954,1,6,2,4
1997,1,5,2,1
1958,2,5,1,3
1953,2,5,1,2
1951,1,5,1,4
1947,1,6,1,3
1982,1,5,1,3
1969,2,2,1,3
1953,2,3,1,2
1973,2,6,1,3
1967,1,5,1,3
1956,1,5,4,4
1970,1,6,1,4
1995,2,5,1,4
1969,4,5,7,3
1940,1,6,1,4
1994,2,5,1,4
1938,1,6,1,1
1982,1,6,1,4
1976,1,3,1,1
1948,2,5,1,4
1959,1,4,7,2
1959,2,5,1,4
1955,1,5,1,4
1963,2,3,1,2
1962,1,6,1,4
1998,2,4,1,3
1961,1,4,6,4
1969,2,3,2,4
1981,1,6,1,1
1955,1,4,1,4
1956,1,5,1,3
1969,1,6,1,1
1980,2,3,1,2
1987,2,5,1,2
1992,2,5,1,4
1979,2,5,1,4
1994,2,5,1,4
1999,1,3,2,4
1994,2,5,1,4
1994,2,5,1,4
1946,1,6,1,2
1954,1,6,1,2
1958,1,5,1,4
1999,2,3,3,3
1959,2,4,1,1
1998,1,2,5,4
1969,2,3,4,4
1966,1,6,1,3
1985,2,5,1,4
1960,1,6,1,2
1984,1,3,3,4
1977,2,6,3,4
1952,2,5,1,2
1983,2,3,1,3
1949,1,5,1,3
2003,2,4,8,1
1953,1,3,1,2
1949,1,6,6,4
1990,1,5,2,1
1997,3,3,6,4
1963,2,3,1,3
1987,2,3,1,2
1966,2,5,1,4
1962,2,5,1,2
1952,1,3,1,4
1952,1,5,1,4
1962,2,4,6,2
1958,2,5,1,3
1957,2,5,1,3
1962,1,5,1,4
1975,2,5,1,2
1946,1,5,1,4
1954,2,6,1,1
1961,2,5,1,3
1956,2,5,1,4
1973,1,5,1,3
1995,2,4,1,4
1966,2,6,1,3
1961,2,6,1,2
2000,2,5,1,2
1980,2,5,1,4
1946,2,4,1,4
1961,1,3,1,4
1992,2,3,1,4
1951,1,6,1,4
1950,1,5,1,4
1950,1,2,1,1
1958,2,6,1,1
1951,2,5,1,2
1982,2,5,1,2
1981,2,6,1,1
1992,1,3,2,1
1980,1,5,1,4
1952,2,5,1,2
1978,2,5,1,2
1947,2,3,5,4
1994,2,3,4,2
1958,1,5,1,2
2000,1,5,1,2
1957,2,5,1,4
1992,1,5,1,2
1983,1,6,1,2
1981,2,6,1,4
1994,2,6,1,1
1966,2,2,1,2
1963,1,6,1,1
1979,1,5,1,1
1955,2,6,1,3
1976,2,6,1,4
1963,2,6,1,3
1973,2,4,1,4
1967,2,4,2,1
1972,1,5,2,4
1971,1,6,1,1
1984,2,5,1,1
1980,1,6,1,3
1957,1,3,6,3
1994,1,6,1,3
1966,1,5,2,2
1958,1,5,1,2
1985,2,4,1,3
1965,1,3,1,3
1994,2,5,1,1
1966,2,6,1,3
1974,2,6,1,2
1954,1,5,1,2
1994,2,5,2,3
1945,1,2,1,1
1950,1,3,1,3
1986,1,6,1,1
2002,1,1,1,2
1980,1,6,1,4
1945,1,6,1,3
1982,1,6,1,3
1969,2,5,7,1
1960,2,2,1,2
1951,2,5,3,3
1988,1,6,4,4
1966,1,5,6,1
1960,1,4,1,2
1994,2,6,1,3
1984,2,3,4,4
1989,1,5,4,1
1983,2,6,1,3
1989,2,6,1,2
1946,1,3,1,3
1952,2,3,1,1
1953,2,3,1,4
1957,2,5,1,4
1997,1,2,1,3
1975,1,4,1,1
1982,2,3,1,2
1993,1,5,2,2
1961,2,6,1,3
1971,2,5,1,3
1982,1,6,1,1
1997,2,6,1,1
1955,1,5,1,2
1978,2,6,1,2
1991,1,6,1,2
1991,1,5,1,2
1992,2,4,3,1
1980,1,6,1,1
1980,2,6,1,3
1976,2,3,1,1
1974,2,2,1,3
1959,1,6,1,1
1946,2,6,1,1
1959,1,6,1,2
1982,1,3,1,3
1990,1,6,1,3
1948,1,6,1,3
1978,1,5,1,3
1970,1,5,2,3
1980,1,2,1,2
1955,1,6,3,4
1960,1,2,1,1
1984,2,5,1,3
1966,2,4,1,2
1946,1,5,1,3
1958,1,5,1,3
1965,2,3,1,1
1962,1,6,1,2
1987,1,6,1,1
1949,2,2,1,2
1991,1,6,1,4
1938,1,5,1,1
1957,1,3,1,2
1946,1,5,6,4
1944,2,5,1,1
1961,2,4,1,3
1960,2,2,1,3
1958,2,3,1,1
1946,2,3,1,4
1998,1,5,1,2
1980,2,4,1,2
1985,1,6,1,3
1948,2,6,1,4
1950,2,3,1,1
1961,2,5,1,2
1933,1,5,1,3
1987,2,5,1,2
1952,1,5,1,3
1995,2,6,1,1
1948,2,5,1,2
1949,2,3,1,1
1984,1,5,1,3
1949,1,4,1,2
1947,1,6,1,1
1989,2,5,1,1
1966,1,5,1,4
1991,2,6,1,4
1994,1,5,1,3
1963,2,2,1,3
1955,1,6,1,3
1957,2,5,1,2
1970,1,5,1,2
1967,2,3,1,2
1954,1,6,1,3
1959,2,3,1,3
1965,2,6,1,3
1960,1,4,1,3
1968,1,1,1,3
1969,1,5,1,2
1952,2,4,1,2
1984,2,6,1,4
1977,2,5,1,2
1969,1,3,6,4
1991,1,6,1,3
1956,2,4,1,2
1948,2,2,1,3
1956,1,3,3,1
1964,1,4,1,2
1957,2,4,1,1
1989,2,5,1,3
1954,1,6,1,2
1983,2,3,1,2
1970,1,5,1,3
1947,1,3,1,2
1957,1,6,1,3
1970,2,3,1,3
1949,2,5,1,1
1970,1,6,1,3
1983,1,3,2,3
1950,1,6,1,2
1947,2,5,1,2
1955,2,5,1,1
1964,2,2,1,1
1965,2,2,1,1
1946,2,5,1,1
1996,2,5,1,2
1979,1,5,5,2
1953,2,5,2,3
1991,2,3,1,4
1948,1,6,1,2
1958,1,6,1,1
1955,1,5,1,3
1993,2,5,1,3
1982,1,5,1,1
1942,1,3,1,3
1961,2,4,3,4
1988,2,5,4,3
1995,2,2,2,3
1980,1,6,1,2
1962,1,3,1,3
1969,1,5,1,2
1984,2,5,1,3
1954,2,3,7,1
1977,1,2,2,2
1981,1,6,1,3
1950,1,6,1,3
1954,2,3,1,3
1943,1,6,1,1
1965,2,5,1,3
1980,1,5,1,2
1948,2,5,1,2
1980,2,2,1,3
1941,2,6,1,2
1962,1,6,1,3
1960,1,3,1,4
1952,1,5,1,1
1942,1,5,1,3
1980,1,3,1,2
1964,2,3,1,2
1962,1,2,2,1
1993,2,6,1,3
1996,1,4,1,3
1965,1,3,1,4
1998,2,5,1,1
